project,arquivo_a,arquivo_b,ctx_a,ctx_b,dunn_p,significativo,sig
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-0.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.de-ru.po.meta,ctx-0,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-0.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.de-vi.po.meta,ctx-0,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-0.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.de-zh_CN.po.meta,ctx-0,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-0.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.es-fr.po.meta,ctx-0,ctx-2,0.022874,True,*
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-0.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.es-id.po.meta,ctx-0,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-0.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.es-ru.po.meta,ctx-0,ctx-2,0.015109,True,*
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-0.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.es-vi.po.meta,ctx-0,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-0.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.es-zh_CN.po.meta,ctx-0,ctx-2,7.2e-05,True,***
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-0.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.fr-id.po.meta,ctx-0,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-0.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.fr-ru.po.meta,ctx-0,ctx-2,0.667349,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-0.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.fr-vi.po.meta,ctx-0,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-0.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.fr-zh_CN.po.meta,ctx-0,ctx-2,0.377504,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-0.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.id-ru.po.meta,ctx-0,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-0.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.id-vi.po.meta,ctx-0,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-0.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.id-zh_CN.po.meta,ctx-0,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-0.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.ru-vi.po.meta,ctx-0,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-0.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.ru-zh_CN.po.meta,ctx-0,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-0.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.vi-zh_CN.po.meta,ctx-0,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.es.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-1.fr.po.meta,ctx-1,ctx-1,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.es.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-1.id.po.meta,ctx-1,ctx-1,1.7e-05,True,***
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.es.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-1.ru.po.meta,ctx-1,ctx-1,0.168631,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.es.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-1.vi.po.meta,ctx-1,ctx-1,0.0,True,***
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.es.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-1.zh_CN.po.meta,ctx-1,ctx-1,0.014662,True,*
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.es.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.de-es.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.es.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.de-fr.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.es.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.de-id.po.meta,ctx-1,ctx-2,0.000302,True,***
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.es.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.de-ru.po.meta,ctx-1,ctx-2,0.709679,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.es.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.de-vi.po.meta,ctx-1,ctx-2,0.198858,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.es.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.de-zh_CN.po.meta,ctx-1,ctx-2,0.006985,True,**
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.es.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.es-fr.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.es.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.es-id.po.meta,ctx-1,ctx-2,0.17605,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.es.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.es-ru.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.es.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.es-vi.po.meta,ctx-1,ctx-2,0.255857,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.es.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.es-zh_CN.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.es.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.fr-id.po.meta,ctx-1,ctx-2,0.018823,True,*
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.es.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.fr-ru.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.es.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.fr-vi.po.meta,ctx-1,ctx-2,0.000381,True,***
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.es.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.fr-zh_CN.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.es.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.id-ru.po.meta,ctx-1,ctx-2,0.000198,True,***
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.es.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.id-vi.po.meta,ctx-1,ctx-2,1e-06,True,***
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.es.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.id-zh_CN.po.meta,ctx-1,ctx-2,0.000142,True,***
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.es.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.ru-vi.po.meta,ctx-1,ctx-2,2.5e-05,True,***
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.es.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.ru-zh_CN.po.meta,ctx-1,ctx-2,0.300302,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.es.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.vi-zh_CN.po.meta,ctx-1,ctx-2,2e-05,True,***
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.fr.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-1.id.po.meta,ctx-1,ctx-1,0.219609,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.fr.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-1.ru.po.meta,ctx-1,ctx-1,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.fr.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-1.vi.po.meta,ctx-1,ctx-1,0.004686,True,**
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.fr.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-1.zh_CN.po.meta,ctx-1,ctx-1,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.fr.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.de-es.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.fr.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.de-fr.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.fr.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.de-id.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.fr.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.de-ru.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.fr.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.de-vi.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.fr.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.de-zh_CN.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.fr.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.es-fr.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.fr.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.es-id.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.fr.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.es-ru.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.fr.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.es-vi.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.fr.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.es-zh_CN.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.fr.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.fr-id.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.fr.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.fr-ru.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.fr.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.fr-vi.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.fr.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.fr-zh_CN.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.fr.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.id-ru.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.fr.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.id-vi.po.meta,ctx-1,ctx-2,0.04205,True,*
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.fr.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.id-zh_CN.po.meta,ctx-1,ctx-2,0.868962,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.fr.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.ru-vi.po.meta,ctx-1,ctx-2,0.282693,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.fr.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.ru-zh_CN.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.fr.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.vi-zh_CN.po.meta,ctx-1,ctx-2,0.248235,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.id.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-1.ru.po.meta,ctx-1,ctx-1,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.id.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-1.vi.po.meta,ctx-1,ctx-1,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.id.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-1.zh_CN.po.meta,ctx-1,ctx-1,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.id.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.de-es.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.id.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.de-fr.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.id.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.de-id.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.id.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.de-ru.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.id.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.de-vi.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.id.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.de-zh_CN.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.id.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.es-fr.po.meta,ctx-1,ctx-2,0.027585,True,*
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.id.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.es-id.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.id.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.es-ru.po.meta,ctx-1,ctx-2,0.018296,True,*
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.id.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.es-vi.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.id.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.es-zh_CN.po.meta,ctx-1,ctx-2,9.1e-05,True,***
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.id.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.fr-id.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.id.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.fr-ru.po.meta,ctx-1,ctx-2,0.775512,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.id.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.fr-vi.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.id.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.fr-zh_CN.po.meta,ctx-1,ctx-2,0.441685,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.id.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.id-ru.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.id.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.id-vi.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.id.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.id-zh_CN.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.id.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.ru-vi.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.id.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.ru-zh_CN.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.id.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.vi-zh_CN.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.ru.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-1.vi.po.meta,ctx-1,ctx-1,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.ru.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-1.zh_CN.po.meta,ctx-1,ctx-1,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.ru.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.de-es.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.ru.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.de-fr.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.ru.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.de-id.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.ru.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.de-ru.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.ru.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.de-vi.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.ru.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.de-zh_CN.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.ru.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.es-fr.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.ru.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.es-id.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.ru.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.es-ru.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.ru.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.es-vi.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.ru.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.es-zh_CN.po.meta,ctx-1,ctx-2,0.512765,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.ru.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.fr-id.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.ru.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.fr-ru.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.ru.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.fr-vi.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.ru.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.fr-zh_CN.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.ru.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.id-ru.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.ru.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.id-vi.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.ru.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.id-zh_CN.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.ru.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.ru-vi.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.ru.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.ru-zh_CN.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.ru.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.vi-zh_CN.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.vi.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-1.zh_CN.po.meta,ctx-1,ctx-1,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.vi.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.de-es.po.meta,ctx-1,ctx-2,0.081626,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.vi.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.de-fr.po.meta,ctx-1,ctx-2,0.122018,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.vi.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.de-id.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.vi.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.de-ru.po.meta,ctx-1,ctx-2,0.37377,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.vi.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.de-vi.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.vi.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.de-zh_CN.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.vi.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.es-fr.po.meta,ctx-1,ctx-2,0.000369,True,***
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.vi.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.es-id.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.vi.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.es-ru.po.meta,ctx-1,ctx-2,0.000224,True,***
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.vi.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.es-vi.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.vi.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.es-zh_CN.po.meta,ctx-1,ctx-2,0.0,True,***
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.vi.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.fr-id.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.vi.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.fr-ru.po.meta,ctx-1,ctx-2,0.022679,True,*
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.vi.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.fr-vi.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.vi.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.fr-zh_CN.po.meta,ctx-1,ctx-2,0.011183,True,*
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.vi.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.id-ru.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.vi.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.id-vi.po.meta,ctx-1,ctx-2,1.0,False,ns
diffutils_v3.10.242,diffutils-3.10.242.pt_BR.llama.ctx-1.vi.po.meta,diffutils-3.10.242.pt_BR.llama.ctx-2.id-zh_CN.po.meta,ctx-1,ctx-2,1.0,False,ns
